id,categoryname,title,partno,size,price,code,weight
251,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-578C,8X2,1842.8,B,8.44
252,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-580C,8X3,1842.8,B,8.46
253,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-582C,8X4,1842.8,B,5.57
254,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-585C,8X6,1600.14,A,7.08
255,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-621C,10X2,3225.89,C,12.94
256,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-623C,10X3,3061.34,C,12.96
257,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-624C,10X4,3061.34,C,12.89
258,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-626C,10X6,2819.07,C,11.57
259,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-628C,10X8,4611.96,C,22.78
260,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-664C,12X4,5553.04,POA,21.58
261,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-666C,12X6,5201.25,4979.23,21.5
262,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-668C,12X8,4404.89,4979.23,19.06
263,Reducing Tee,REDUCING TEE SCH80 GREY CPVC SOC,801-670C,12X10,6721.96,4979.23,31.67
264,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-101SR,3/4X1/2,16.25,B,0.09
265,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-130SR,1X1/2,20.05,B,0.09
266,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-131SR,1X3/4,38.48,B,0.1
267,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-164SR,1-1/4X1/4,41.03,B,0.19
268,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-166SR,1-1/4X1/2,27.19,B,0.12
269,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-168SR,1-1/4X1,27.74,B,0.16
270,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-211SR,1-1/2X1,30.05,B,0.19
271,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-212SR,1-1/2X1-1/4,30.05,B,0.22
272,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-245SR,2X1/4,55.3,B,0.29
273,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-247SR,2X1/2,55.3,B,0.21
274,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-248SR,2X3/4,55.3,B,0.22
275,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-287SR,2-1/2X1/2,40.74,B,0.34
276,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-331SR,3X1/4,105.57,B,0.89
277,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-333SR,3X1/2,108.62,B,0.88
278,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-413SR,4X1/4,145.37,B,1.2
279,Thd Red Tee ,REDUCING TEE SCH80 GREY UPVC SOC X SOC X SR FIPT,802-415SR,4X1/2,157.99,B,1.19
280,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-101CSR,3/4X1/2,35.49,B,0.07
281,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-128CSR,1X1/4,54.81,B,0.17
282,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-130CSR,1X1/2,21.68,B,0.09
283,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-131CSR,1X3/4,54.81,B,0.1
284,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-164CSR,1-1/4X1/4,72.89,B,0.2
285,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-166CSR,1-1/4X1/2,57.74,B,0.12
286,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-168CSR,1-1/4X1,58.91,B,0.15
287,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-207CSR,1-1/2X1/4,104.37,B,0.23
288,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-211CSR,1-1/2X1,69.17,B,0.19
289,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-212CSR,1-1/2X1-1/4,69.17,B,0.23
290,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-245CSR,2X1/4,119.88,B,0.3
291,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-247CSR,2X1/2,107.91,B,0.21
292,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-248CSR,2X3/4,119.88,B,0.22
293,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-287CSR,2-1/2X1/2,82.44,B,0.35
294,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-331CSR,3X1/4,228.99,B,1.46
295,Thd Red Tee ,REDUCING TEE SCH80 GREY CPVC SOC X SOC X SR FIPT,802-413CSR,4X1/4,248.48,B,1.24
296,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-002,1-Apr,4.91,A,0.01
297,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-003,3-Aug,4.91,A,0.02
298,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-005,1-Feb,4.91,A,0.03
299,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-007,3-Apr,6.26,A,0.05
300,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-010,1,10.1,A,0.09
301,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-012,1/01/2004,13.53,A,0.14
302,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-015,1/01/2002,14.49,A,0.18
303,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-020,2,17.5,A,0.27
304,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-025,2/01/2002,40.96,A,0.49
305,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-030,3,46.05,A,0.71
306,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-040,4,70.02,A,1.27
307,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-050,5,187.7,B,1.95
308,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-060,6,199.26,A,3.39
309,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-080,8,589.33,A,6.5
310,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-100,10,2458.05,A,12.8
311,90 Deg Elbow ,90 ELBOWS SCH80 GREY UPVC SOC,806-120,12,3204.25,A,19.95
312,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-002C,1-Apr,20.8,B,0.01
313,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-003C,3-Aug,20.8,B,0.02
314,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-005C,1-Feb,8.15,A,0.03
315,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-007C,3-Apr,10.41,A,0.05
316,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-010C,1,16.52,A,0.09
317,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-012C,1/01/2004,35.75,A,0.14
318,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-015C,1/01/2002,39.88,A,0.18
319,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-020C,2,48.13,A,0.28
320,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-025C,2/01/2002,110.85,A,0.52
321,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-030C,3,125.51,A,0.74
322,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-040C,4,226.04,A,1.32
323,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-050C,5,431.51,B,2.12
324,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-060C,6,454.22,A,3.37
325,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-080C,8,1111.54,A,6.51
326,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-100C,10,3308.77,POA,13.04
327,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-120C,12,4019,POA,21.76
328,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-140C,14,8088.61,POA,39.37
329,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-160C,16,11042.3,POA,60.48
330,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-180C,18,13832.11,POA,79.73
331,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-200C,20,15900.34,POA,113.5
332,90 Deg Elbow ,90 ELBOWS SCH80 GREY CPVC SOC,806-240C,24,28783.12,POA,191.59
333,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY UPVC SOC,806-005LSF,1-Feb,42.42,B,0.06
334,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY UPVC SOC,806-007LSF,3-Apr,47.6,B,0.1
335,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY UPVC SOC,806-010LSF,1,55.63,C,0.18
336,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY UPVC SOC,806-012LSF,1/01/2004,94.11,C,0.27
337,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY UPVC SOC,806-015LSF,1/01/2002,95.31,C,0.28
338,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY UPVC SOC,806-020LSF,2,103.03,C,0.41
339,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY UPVC SOC,806-030LSF,3,193.04,C,1.14
340,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY UPVC SOC,806-040LSF,4,216.46,C,1.9
341,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY UPVC SOC,806-060LSF,6,331.53,C,4.98
342,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY CPVC SOC,806-005LSCF,1-Feb,73.94,C,0.06
343,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY CPVC SOC,806-007LSCF,3-Apr,82.82,C,0.12
344,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY CPVC SOC,806-010LSCF,1,93.65,C,0.18
345,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY CPVC SOC,806-012LSCF,1/01/2004,98.12,C,0.25
346,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY CPVC SOC,806-015LSCF,1/01/2002,109.55,C,0.29
347,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY CPVC SOC,806-020LSCF,2,153.68,C,0.53
348,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY CPVC SOC,806-030LSCF,3,213.22,C,1.12
349,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY CPVC SOC,806-040LSCF,4,263.76,C,2.02
350,90 Deg LRB,90 LONG RADIUS BEND SCH80 GREY CPVC SOC,806-060LSCF,6,388.98,C,5.34
351,Thd 90 Deg El ,90 ELBOWS SCH80 GREY UPVC SOC X FIPT,807-005SR,1-Feb,20.18,A,0.04
352,Thd 90 Deg El ,90 ELBOWS SCH80 GREY UPVC SOC X FIPT,807-007SR,3-Apr,23.73,A,0.05
353,Thd 90 Deg El ,90 ELBOWS SCH80 GREY UPVC SOC X FIPT,807-010SR,1,25.66,A,0.09
354,Thd 90 Deg El ,90 ELBOWS SCH80 GREY UPVC SOC X FIPT,807-012SR,1/01/2004,29.59,A,0.14
355,Thd 90 Deg El ,90 ELBOWS SCH80 GREY UPVC SOC X FIPT,807-015SR,1/01/2002,35.3,A,0.19
356,Thd 90 Deg El ,90 ELBOWS SCH80 GREY UPVC SOC X FIPT,807-020SR,2,45.74,A,0.38
357,Thd 90 Deg El ,90 ELBOWS SCH80 GREY UPVC SOC X FIPT,807-030SR,3,109.24,A,0.91
358,Thd 90 Deg El ,90 ELBOWS SCH80 GREY UPVC SOC X FIPT,807-040SR,4,205.98,A,1.34
359,Thd 90 Deg El ,90 ELBOWS SCH80 GREY CPVC SOC X FIPT,807-005CSR,1-Feb,12.89,A,0.04
360,Thd 90 Deg El ,90 ELBOWS SCH80 GREY CPVC SOC X FIPT,807-007CSR,3-Apr,15.15,A,0.05
361,Thd 90 Deg El ,90 ELBOWS SCH80 GREY CPVC SOC X FIPT,807-010CSR,1,18.24,A,0.09
362,Thd 90 Deg El ,90 ELBOWS SCH80 GREY CPVC SOC X FIPT,807-012CSR,1/01/2004,37.65,A,0.14
363,Thd 90 Deg El ,90 ELBOWS SCH80 GREY CPVC SOC X FIPT,807-015CSR,1/01/2002,45.27,A,0.19
364,Thd 90 Deg El ,90 ELBOWS SCH80 GREY CPVC SOC X FIPT,807-020CSR,2,56.63,A,0.41
365,Thd 90 Deg El ,90 ELBOWS SCH80 GREY CPVC SOC X FIPT,807-030CSR,3,82.43,A,0.9
366,Thd 90 Deg El ,90 ELBOWS SCH80 GREY CPVC SOC X FIPT,807-040CSR,4,152.2,A,1.38
367,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY UPVC SR FIPT,808-005SR,1-Feb,6.99,A,0.05
368,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY UPVC SR FIPT,808-007SR,3-Apr,8.41,A,0.06
369,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY UPVC SR FIPT,808-010SR,1,10.25,A,0.1
370,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY UPVC SR FIPT,808-012SR,1/01/2004,10.94,A,0.15
371,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY UPVC SR FIPT,808-015SR,1/01/2002,17.08,A,0.23
372,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY UPVC SR FIPT,808-020SR,2,18.39,A,0.42
373,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY CPVC SR FIPT,808-005CSR,1-Feb,7.79,A,0.04
374,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY CPVC SR FIPT,808-007CSR,3-Apr,11.41,A,0.06
375,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY CPVC SR FIPT,808-010CSR,1,14.62,A,0.11
376,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY CPVC SR FIPT,808-012CSR,1/01/2004,28.13,A,0.16
377,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY CPVC SR FIPT,808-015CSR,1/01/2002,33.13,A,0.23
378,Thd 90 Deg El  ,REINFORCED 90 ELBOWS SCH80 GREY CPVC SR FIPT,808-020CSR,2,44.37,A,0.47
379,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-005F,1-Feb,115.22,C,0.06
380,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-007F,3-Apr,136.05,C,0.08
381,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-010F,1,148.04,C,0.15
382,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-012F,1/01/2004,150.93,C,0.12
383,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-015F,1/01/2002,161.22,C,0.31
384,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-020F,2,204.54,C,0.42
385,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-025F,2/01/2002,240.8,C,0.33
386,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-030F,3,241.23,C,0.67
387,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-040F,4,309.99,C,1.94
388,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-060F,6,553.59,C,2.66
389,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-080F,8,670.99,C,8.54
390,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-100F,10,1142.37,C,8.59
391,60 Deg Elbow  ,60 ELBOW SCH80 GREY UPVC SOC,824-120F,12,1497.39,C,14.31
392,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-005CF,1-Feb,125.71,C,0.05
393,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-007CF,3-Apr,150.12,C,0.04
394,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-010CF,1,142.17,C,0.08
395,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-012CF,1/01/2004,145.58,C,0.16
396,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-015CF,1/01/2002,157.64,C,0.16
397,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-020CF,2,198.54,C,0.27
398,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-025CF,2/01/2002,227.23,C,0.43
399,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-030CF,3,389.87,C,0.69
400,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-040CF,4,467.99,C,1.05
401,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-060CF,6,649.47,C,2.69
402,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-080CF,8,984.07,C,4.97
403,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-100CF,10,1981.04,C,9.25
404,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-120CF,12,3062.14,C,14.27
405,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-140CF,14,7383.12,C,40.35
406,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-160CF,16,10363.92,C,57.24
407,60 Deg Elbow  ,60 ELBOW SCH80 GREY CPVC SOC,824-180CF,18,14378.07,C,79.82
408,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-005,1-Feb,9.23,A,0.03
409,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-007,3-Apr,14.12,A,0.04
410,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-010,1,21.15,A,0.07
411,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-012,1/01/2004,26.95,A,0.1
412,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-015,1/01/2002,31.86,A,0.14
413,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-020,2,41.32,A,0.2
414,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-025,2/01/2002,86.75,A,0.39
415,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-030,3,105.6,A,0.53
416,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-040,4,190.15,A,0.9
417,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-050,5,237.84,B,1.49
418,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-060,6,239.46,A,2.47
419,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-080,8,519.2,A,4.57
420,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-100,10,1634.61,A,8.94
421,45 Deg Elbow  ,45 ELBOW SCH80 GREY UPVC SOC,817-120,12,2108.52,A,15.5
422,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-005C,1-Feb,9.98,A,0.03
423,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-007C,3-Apr,14.4,A,0.04
424,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-010C,1,22.91,A,0.07
425,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-012C,1/01/2004,45,A,0.1
426,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-015C,1/01/2002,46.2,A,0.14
427,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-020C,2,51.81,A,0.21
428,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-025C,2/01/2002,105.88,A,0.4
429,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-030C,3,136.05,A,0.55
430,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-040C,4,186.77,A,1.07
431,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-050C,5,546.59,B,1.5
432,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-060C,6,575.37,A,2.6
433,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-080C,8,1197.07,A,4.78
434,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-100C,10,2530.31,POA,9.66
435,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-120C,12,3996.47,POA,16.11
436,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-140C,14,4029.17,POA,19.21
437,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-160C,16,5880.84,POA,29.36
438,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-180C,18,9100.73,POA,40.17
439,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-200C,20,12039.57,POA,56.6
440,45 Deg Elbow  ,45 ELBOW SCH80 GREY CPVC SOC,817-240C,24,14520.57,POA,94.28
441,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY UPVC  FIPT,819-005,1-Feb,19.06,C,0.03
442,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY UPVC  FIPT,819-007,3-Apr,20.49,C,0.04
443,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY UPVC  FIPT,819-010,1,25.7,C,0.06
444,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY UPVC  FIPT,819-012,1/01/2004,39.2,C,0.11
445,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY UPVC  FIPT,819-015,1/01/2002,49.3,C,0.14
446,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY UPVC  FIPT,819-020,2,73.09,C,0.21
447,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY UPVC  FIPT,819-025,2/01/2002,144.63,C,0.52
448,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY UPVC  FIPT,819-030,3,232.62,C,0.81
449,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY UPVC  FIPT,819-040,4,333.8,C,1.23
450,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY CPVC  FIPT,819-005C,1-Feb,27.54,C,0.03
451,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY CPVC  FIPT,819-007C,3-Apr,30.25,C,0.03
452,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY CPVC  FIPT,819-010C,1,33.29,C,0.06
453,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY CPVC  FIPT,819-012C,1/01/2004,56.88,C,0.11
454,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY CPVC  FIPT,819-015C,1/01/2002,56.88,C,0.14
455,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY CPVC  FIPT,819-020C,2,75.09,C,0.21
456,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY CPVC  FIPT,819-025C,2/01/2002,142.34,C,0.56
457,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY CPVC  FIPT,819-030C,3,205.02,C,0.87
458,Thd 45 Deg El  ,45 ELBOW  SCH80 GREY CPVC  FIPT,819-040C,4,322.49,C,0.56
459,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-005F,1-Feb,41.53,C,0.04
460,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-007F,3-Apr,41.82,C,0.04
461,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-010F,1,45.75,C,0.06
462,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-012F,1/01/2004,49.56,C,0.13
463,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-015F,1/01/2002,50.23,C,0.16
464,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-020F,2,54.77,C,0.22
465,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-025F,2/01/2002,60.68,C,0.37
466,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-030F,3,66.2,C,0.59
467,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-040F,4,86.82,C,0.97
468,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-050F,5,158.61,C,1.41
469,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-060,6,294.49,C,2.54
470,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-080F,8,265.71,C,4.58
471,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-100F,10,470.91,C,8.14
472,30 Deg Elbow  ,30 ELBOW SCH80 GREY UPVC SOC,815-120F,12,688.26,C,12.44
473,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-005CF,1-Feb,43.83,C,0.03
474,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-007CF,3-Apr,45.18,C,0.05
475,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-010CF,1,62.49,C,0.07
476,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-012CF,1/01/2004,66.65,C,0.11
477,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-015CF,1/01/2002,71.86,C,0.14
478,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-020CF,2,135.08,C,0.25
479,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-025CF,2/01/2002,150.94,C,0.42
480,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-030CF,3,168.36,C,0.65
481,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-040CF,4,219.85,C,0.98
482,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-060C,6,676.9,C,2.67
483,30 Deg Elbow  ,30 ELBOW SCH80 GREY CPVC SOC,815-080CF,8,801.86,C,4.77
